filename,kelas,file_size_kb,format,dampak,penanganan,kategori_sampah,risk_level
R_1968.jpg,Logam,8.54,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2066.jpg,Logam,3.43,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8682.jpg,Logam,2.42,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4977.jpg,Logam,4.85,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1814.jpg,Logam,10.36,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5005.jpg,Logam,10.72,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2122.jpg,Logam,9.27,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1722.jpg,Logam,4.91,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4976.jpg,Logam,7.61,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2042.jpg,Logam,4.16,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5036.jpg,Logam,7.94,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1700.jpg,Logam,5.59,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2112.jpg,Logam,10.63,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1766.jpg,Logam,5.38,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1733.jpg,Logam,8.25,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1793.jpg,Logam,10.87,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2598.jpg,Logam,8.11,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8666.jpg,Logam,3.13,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2708.jpg,Logam,9.78,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2142.jpg,Logam,7.4,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4937.jpg,Logam,6.37,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4945.jpg,Logam,8.19,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2698.jpg,Logam,13.16,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2674.jpg,Logam,10.83,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1979.jpg,Logam,6.69,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2028.jpg,Logam,7.36,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2143.jpg,Logam,6.65,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2108.jpg,Logam,4.99,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8650.jpg,Logam,4.36,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8432.jpg,Logam,4.16,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2730.jpg,Logam,5.27,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5033.jpg,Logam,9.27,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8741.jpg,Logam,4.54,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1630.jpg,Logam,4.29,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2777.jpg,Logam,12.02,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2786.jpg,Logam,12.57,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1809.jpg,Logam,8.6,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2529.jpg,Logam,3.29,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1992.jpg,Logam,6.21,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1678.jpg,Logam,4.6,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2609.jpg,Logam,8.46,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1945.jpg,Logam,6.97,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2624.jpg,Logam,8.16,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2574.jpg,Logam,8.97,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8804.jpg,Logam,6.11,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2064.jpg,Logam,5.93,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5010.jpg,Logam,8.67,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2057.jpg,Logam,5.9,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1859.jpg,Logam,8.68,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2000.jpg,Logam,7.38,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1719.jpg,Logam,6.53,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1652.jpg,Logam,6.86,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8447.jpg,Logam,3.17,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1680.jpg,Logam,7.06,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2593.jpg,Logam,7.79,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2753.jpg,Logam,8.38,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5047.jpg,Logam,4.42,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1687.jpg,Logam,4.68,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8488.jpg,Logam,5.33,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1721.jpg,Logam,7.15,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2600.jpg,Logam,6.06,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8479.jpg,Logam,2.44,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2008.jpg,Logam,4.8,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2700.jpg,Logam,6.94,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2027.jpg,Logam,16.23,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2029.jpg,Logam,9.52,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1980.jpg,Logam,7.83,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2093.jpg,Logam,13.48,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2697.jpg,Logam,9.12,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1813.jpg,Logam,8.48,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2550.jpg,Logam,5.66,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1959.jpg,Logam,5.83,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1989.jpg,Logam,11.18,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8713.jpg,Logam,6.88,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2561.jpg,Logam,14.71,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2776.jpg,Logam,8.05,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1707.jpg,Logam,10.1,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2590.jpg,Logam,10.26,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2626.jpg,Logam,6.57,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2670.jpg,Logam,7.33,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8570.jpg,Logam,5.59,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1693.jpg,Logam,5.2,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5029.jpg,Logam,3.71,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2063.jpg,Logam,5.96,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1666.jpg,Logam,16.09,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1699.jpg,Logam,10.97,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8473.jpg,Logam,12.4,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2612.jpg,Logam,8.92,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2657.jpg,Logam,12.9,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1671.jpg,Logam,7.65,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4995.jpg,Logam,5.71,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2783.jpg,Logam,9.35,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1659.jpg,Logam,6.75,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2025.jpg,Logam,7.58,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4961.jpg,Logam,6.04,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2757.jpg,Logam,6.24,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8715.jpg,Logam,3.28,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1827.jpg,Logam,12.12,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1756.jpg,Logam,4.44,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2804.jpg,Logam,15.13,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2734.jpg,Logam,6.59,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1704.jpg,Logam,10.04,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2500.jpg,Logam,10.9,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1921.jpg,Logam,7.4,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1710.jpg,Logam,4.76,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8434.jpg,Logam,2.7,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4964.jpg,Logam,3.75,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1897.jpg,Logam,7.33,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8771.jpg,Logam,7.14,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8439.jpg,Logam,2.97,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5046.jpg,Logam,9.01,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1633.jpg,Logam,3.48,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2128.jpg,Logam,9.9,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1985.jpg,Logam,3.04,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1970.jpg,Logam,3.93,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2733.jpg,Logam,8.71,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2809.jpg,Logam,4.99,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1957.jpg,Logam,7.4,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5015.jpg,Logam,10.63,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1740.jpg,Logam,8.93,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2666.jpg,Logam,6.19,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8469.jpg,Logam,2.31,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1826.jpg,Logam,5.14,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1925.jpg,Logam,12.23,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2622.jpg,Logam,6.76,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1947.jpg,Logam,5.93,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1910.jpg,Logam,8.3,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8600.jpg,Logam,2.43,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2667.jpg,Logam,8.7,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2707.jpg,Logam,6.51,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2043.jpg,Logam,7.92,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1736.jpg,Logam,9.47,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2107.jpg,Logam,16.54,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2617.jpg,Logam,7.34,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8422.jpg,Logam,2.45,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4941.jpg,Logam,3.77,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1817.jpg,Logam,11.36,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2685.jpg,Logam,7.56,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2151.jpg,Logam,4.62,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1821.jpg,Logam,5.84,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2581.jpg,Logam,5.82,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2770.jpg,Logam,12.98,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2580.jpg,Logam,5.05,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1904.jpg,Logam,8.08,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1669.jpg,Logam,9.5,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2044.jpg,Logam,6.76,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1886.jpg,Logam,10.54,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8706.jpg,Logam,2.9,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2794.jpg,Logam,12.82,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4965.jpg,Logam,6.2,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2672.jpg,Logam,7.5,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1649.jpg,Logam,9.58,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8591.jpg,Logam,6.55,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2532.jpg,Logam,12.55,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8522.jpg,Logam,3.97,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1855.jpg,Logam,7.05,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2816.jpg,Logam,10.96,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2103.jpg,Logam,7.3,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1999.jpg,Logam,2.56,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1761.jpg,Logam,3.33,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5019.jpg,Logam,9.46,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2582.jpg,Logam,10.14,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2605.jpg,Logam,5.43,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1866.jpg,Logam,8.34,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2639.jpg,Logam,8.21,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2562.jpg,Logam,12.57,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1993.jpg,Logam,8.11,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5050.jpg,Logam,8.13,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1981.jpg,Logam,11.23,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1748.jpg,Logam,6.49,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1879.jpg,Logam,5.7,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1892.jpg,Logam,10.82,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8687.jpg,Logam,4.64,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2705.jpg,Logam,5.77,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2022.jpg,Logam,9.18,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2653.jpg,Logam,10.0,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1909.jpg,Logam,13.88,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8491.jpg,Logam,4.5,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2507.jpg,Logam,8.36,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2678.jpg,Logam,5.1,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2834.jpg,Logam,9.23,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2031.jpg,Logam,11.04,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2716.jpg,Logam,9.0,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1934.jpg,Logam,6.84,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5003.jpg,Logam,4.76,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2655.jpg,Logam,5.34,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1834.jpg,Logam,4.32,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2638.jpg,Logam,10.2,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2679.jpg,Logam,12.38,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8746.jpg,Logam,3.79,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2536.jpg,Logam,11.74,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2658.jpg,Logam,6.76,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1950.jpg,Logam,6.34,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2669.jpg,Logam,13.28,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2637.jpg,Logam,11.33,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2547.jpg,Logam,10.48,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1922.jpg,Logam,4.24,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2821.jpg,Logam,6.38,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2526.jpg,Logam,7.34,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2004.jpg,Logam,8.3,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8430.jpg,Logam,2.54,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1867.jpg,Logam,6.38,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8559.jpg,Logam,4.57,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2758.jpg,Logam,8.9,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2054.jpg,Logam,4.31,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1716.jpg,Logam,9.36,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2689.jpg,Logam,9.9,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2105.jpg,Logam,7.78,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_4971.jpg,Logam,7.02,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2691.jpg,Logam,7.12,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8753.jpg,Logam,6.71,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2714.jpg,Logam,10.56,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1919.jpg,Logam,6.63,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8555.jpg,Logam,3.64,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1943.jpg,Logam,9.88,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2548.jpg,Logam,3.53,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2116.jpg,Logam,6.64,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1844.jpg,Logam,3.93,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5013.jpg,Logam,6.76,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8458.jpg,Logam,2.83,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2618.jpg,Logam,12.03,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2518.jpg,Logam,11.38,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2016.jpg,Logam,11.72,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2768.jpg,Logam,14.33,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1877.jpg,Logam,4.57,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1900.jpg,Logam,8.47,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5017.jpg,Logam,12.54,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8483.jpg,Logam,2.34,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1688.jpg,Logam,5.75,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1816.jpg,Logam,6.88,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1737.jpg,Logam,10.84,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_8553.jpg,Logam,3.29,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2021.jpg,Logam,13.71,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1731.jpg,Logam,9.67,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2732.jpg,Logam,12.98,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_5043.jpg,Logam,10.34,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_1745.jpg,Logam,5.28,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2745.jpg,Logam,5.23,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2072.jpg,Logam,6.0,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
R_2003.jpg,Logam,8.5,JPEG,Dapat mencemari tanah,Didaur ulang di industri logam,Anorganik,Sedang
